signal_month,return_month,ticker,score_method_source,score_return,score_ma_pos,score_momentum,score_vol,score_rs,benchmark_rs_note,next_month_return,alignment_rule
2013-06,2013-07,114260,zscore_from_data_pipeline,5.734042133655125,8.437800558375217,9.350474579493897,10.0,-6.983271764797906,,0.1957,signal_month_t_to_return_month_t_plus_1
2013-06,2013-07,153130,zscore_from_data_pipeline,2.4221337660920743,1.9489301316962977,1.367848974998256,-1.1836108992331786,-7.613028209108032,,0.2072,signal_month_t_to_return_month_t_plus_1
2013-07,2013-08,069500,zscore_from_data_pipeline,-4.422103351669747,0.3018835215753217,1.8096164191116744,1.6508771206851351,,benchmark_self_comparison,1.2109,signal_month_t_to_return_month_t_plus_1
2013-07,2013-08,114260,zscore_from_data_pipeline,-0.4586048468800738,5.007432544326891,6.848521057946399,1.591806647075452,2.560807635049013,,0.3535,signal_month_t_to_return_month_t_plus_1
2013-07,2013-08,153130,zscore_from_data_pipeline,3.3602964631691465,4.337322407459649,2.9915967173830182,-1.3038544082915653,2.589159014068521,,0.2215,signal_month_t_to_return_month_t_plus_1
2013-08,2013-09,069500,zscore_from_data_pipeline,-1.3855647171203442,-3.1594041164803555,3.183853832758963,1.1008277658842225,,benchmark_self_comparison,3.988,signal_month_t_to_return_month_t_plus_1
2013-08,2013-09,114260,zscore_from_data_pipeline,-2.200609960230616,0.8943824992833559,4.012213719403394,-0.522349467730318,1.321041181842045,,0.5014,signal_month_t_to_return_month_t_plus_1
2013-08,2013-09,153130,zscore_from_data_pipeline,1.4111229256456976,3.724802453301522,3.935678957829961,-1.4347308636136362,1.4686212638730338,,0.2014,signal_month_t_to_return_month_t_plus_1
2013-09,2013-10,069500,zscore_from_data_pipeline,-6.159888605365474,-5.17106545616994,-5.175125573048296,-3.575798489730253,,benchmark_self_comparison,2.397,signal_month_t_to_return_month_t_plus_1
2013-09,2013-10,114260,zscore_from_data_pipeline,-5.215296554780311,-2.9765071191111145,0.3051959461233671,1.5741636523102307,6.022258063724633,,0.2686,signal_month_t_to_return_month_t_plus_1
2013-09,2013-10,153130,zscore_from_data_pipeline,-1.7651123469867904,1.192433086972382,2.435329323505869,-1.2013075520514884,6.388214755744959,,0.2255,signal_month_t_to_return_month_t_plus_1
2013-10,2013-11,069500,zscore_from_data_pipeline,-1.872240694761973,-4.179265485082161,-4.398289205973495,-2.3282615371807456,,benchmark_self_comparison,0.8988,signal_month_t_to_return_month_t_plus_1
2013-10,2013-11,114260,zscore_from_data_pipeline,-0.991461013279172,-2.7015541713951023,0.6062507488186272,-1.9312125996679008,1.9800551123273495,,-0.388,signal_month_t_to_return_month_t_plus_1
2013-10,2013-11,153130,zscore_from_data_pipeline,-0.3076796211410707,0.945399654046635,1.286019662631313,-1.3699522527665713,1.9693772692671776,,0.1859,signal_month_t_to_return_month_t_plus_1
2013-11,2013-12,069500,zscore_from_data_pipeline,-0.0269788383411114,-4.18835139575101,-3.8431808569082886,2.5622784350480963,,benchmark_self_comparison,-1.0393,signal_month_t_to_return_month_t_plus_1
2013-11,2013-12,114260,zscore_from_data_pipeline,4.72972031447146,2.4324987764123174,4.459442653057865,-1.8492935831270665,0.8881488777574427,,0.5944,signal_month_t_to_return_month_t_plus_1
2013-11,2013-12,153130,zscore_from_data_pipeline,1.5520742869846162,2.255213774953085,3.592405506679502,-1.3919709500086517,0.2991815853887799,,0.213,signal_month_t_to_return_month_t_plus_1
2013-12,2014-01,069500,zscore_from_data_pipeline,1.4153423997376096,-2.4415268107747377,-4.049822081890299,-3.277230131397584,,benchmark_self_comparison,-4.2385,signal_month_t_to_return_month_t_plus_1
2013-12,2014-01,114260,zscore_from_data_pipeline,-3.992032719095161,-2.6470468921594845,-2.590506424958101,0.4176802439816069,-1.938102635111142,,0.2325,signal_month_t_to_return_month_t_plus_1
2013-12,2014-01,153130,zscore_from_data_pipeline,-0.6863806883538843,-0.0609849314779602,0.912718839833768,-0.9625068604709366,-1.4056821017370718,,0.2098,signal_month_t_to_return_month_t_plus_1
2014-01,2014-02,069500,zscore_from_data_pipeline,4.570026262007655,2.0878425175063158,2.4977841173573188,1.7030208657757004,,benchmark_self_comparison,1.7822,signal_month_t_to_return_month_t_plus_1
2014-01,2014-02,114260,zscore_from_data_pipeline,-0.4786735822233374,-2.430584580207715,-0.2995778861310904,-1.5226011939097692,-4.210287420251452,,0.371,signal_month_t_to_return_month_t_plus_1
2014-01,2014-02,153130,zscore_from_data_pipeline,-0.6330911033480116,-0.6395821313265233,0.8464594771579154,-4.923108368771813,-4.147362119028834,,0.1894,signal_month_t_to_return_month_t_plus_1
2014-02,2014-03,069500,zscore_from_data_pipeline,-2.0879488714433245,-1.415484919276388,-2.685105964394692,-0.4534267868459286,,benchmark_self_comparison,0.0192,signal_month_t_to_return_month_t_plus_1
2014-02,2014-03,114260,zscore_from_data_pipeline,-1.7595270543358263,-2.521173947439024,-4.377202774064799,-3.5175257496133208,3.2119585882020765,,0.2605,signal_month_t_to_return_month_t_plus_1
2014-02,2014-03,153130,zscore_from_data_pipeline,2.0008464080168187,1.3255570911785428,1.1323615144363015,-3.3278371865921272,3.3364927105632898,,0.199,signal_month_t_to_return_month_t_plus_1
2014-03,2014-04,069500,zscore_from_data_pipeline,-1.1512641636153302,-1.9788891218909164,0.5117650530460888,-1.478490813960103,,benchmark_self_comparison,-0.9276,signal_month_t_to_return_month_t_plus_1
2014-03,2014-04,114260,zscore_from_data_pipeline,-0.8232950891477854,-2.410155520406345,-2.025237193270096,-1.11073336863574,0.1372434041955363,,0.1853,signal_month_t_to_return_month_t_plus_1
2014-03,2014-04,153130,zscore_from_data_pipeline,0.8583439687197414,2.1626824879025497,1.4905130863525893,-1.864387665810712,0.2365625720976165,,0.2285,signal_month_t_to_return_month_t_plus_1
2014-04,2014-05,069500,zscore_from_data_pipeline,1.8169451546418345,1.0797096631640024,1.9517526945045256,-6.9822395697926485,,benchmark_self_comparison,1.9008,signal_month_t_to_return_month_t_plus_1
2014-04,2014-05,114260,zscore_from_data_pipeline,-1.6126364579914667,-1.7652925302882407,-1.6835038864851928,-3.745667643758943,-1.6717496963757852,,0.4809,signal_month_t_to_return_month_t_plus_1
2014-04,2014-05,153130,zscore_from_data_pipeline,-2.1211512956459813,-1.5756127542141771,1.2122399743592132,-2.177799568071135,-1.4697279375622607,,0.1833,signal_month_t_to_return_month_t_plus_1
2014-05,2014-06,069500,zscore_from_data_pipeline,-1.8479312693790657,-1.1960628432829683,-0.2040623995712678,-2.892107530903654,,benchmark_self_comparison,0.0,signal_month_t_to_return_month_t_plus_1
2014-05,2014-06,114260,zscore_from_data_pipeline,-2.8690670641877523,-4.084353649844695,-4.9440935610797325,8.315375058929014,1.0950375843771982,,0.6383,signal_month_t_to_return_month_t_plus_1
2014-05,2014-06,153130,zscore_from_data_pipeline,-2.060743750483928,1.247856984901853,0.2659620146961538,-1.2013336061337592,1.3001935990839442,,0.2176,signal_month_t_to_return_month_t_plus_1
2014-06,2014-07,069500,zscore_from_data_pipeline,1.363836207311809,-0.6020762425219259,-0.1336598828682713,-1.980114160723181,,benchmark_self_comparison,3.8426,signal_month_t_to_return_month_t_plus_1
2014-06,2014-07,114260,zscore_from_data_pipeline,-4.378373355317614,-6.28052477233279,-6.760411408549881,-2.81758641116894,-2.031033987535519,,0.6366,signal_month_t_to_return_month_t_plus_1
2014-06,2014-07,153130,zscore_from_data_pipeline,-2.8977834092285546,-2.9523701456816425,-7.078147283394963,-2.670054857560138,-1.505092212718915,,0.3109,signal_month_t_to_return_month_t_plus_1
2014-07,2014-08,069500,zscore_from_data_pipeline,-3.9950282299276823,-5.8396095722266725,-6.269295423068804,-4.642286382556407,,benchmark_self_comparison,-1.8896,signal_month_t_to_return_month_t_plus_1
2014-07,2014-08,114260,zscore_from_data_pipeline,0.1767930102493471,-5.06783525966291,-6.3702020711026455,-1.8540486527934543,3.634076545951368,,0.2842,signal_month_t_to_return_month_t_plus_1
2014-07,2014-08,153130,zscore_from_data_pipeline,-7.039982538516359,-10.0,-10.0,5.160438366533809,3.60953453600671,,0.1919,signal_month_t_to_return_month_t_plus_1
2014-08,2014-09,069500,zscore_from_data_pipeline,3.978107628743433,-0.0834506430686417,1.418307961676434,-2.675696427904006,,benchmark_self_comparison,-3.2666,signal_month_t_to_return_month_t_plus_1
2014-08,2014-09,114260,zscore_from_data_pipeline,0.7246212871155767,-3.281721920114568,-4.549894831134181,-4.531503224561577,-4.655241309724784,,0.8171,signal_month_t_to_return_month_t_plus_1
2014-08,2014-09,153130,zscore_from_data_pipeline,2.6539077033555887,-3.942935846506712,-6.303910060056919,10.0,-4.714908599821526,,0.2455,signal_month_t_to_return_month_t_plus_1
2014-09,2014-10,069500,zscore_from_data_pipeline,6.335253238615014,5.6530073894790025,4.168354773746575,-6.5027433526325655,,benchmark_self_comparison,-2.5181,signal_month_t_to_return_month_t_plus_1
2014-09,2014-10,114260,zscore_from_data_pipeline,-7.099284518471646,-7.813418433281396,-7.799013087650591,-1.2260587950741395,-7.013590793101265,,0.7653,signal_month_t_to_return_month_t_plus_1
2014-09,2014-10,153130,zscore_from_data_pipeline,-5.973591102364809,-5.269134208967683,-9.954632264361184,10.0,-6.231014377287464,,0.2303,signal_month_t_to_return_month_t_plus_1
2014-10,2014-11,069500,zscore_from_data_pipeline,1.0584573445878702,2.741327901769948,7.044260207091748,3.8248300116938343,,benchmark_self_comparison,1.2615,signal_month_t_to_return_month_t_plus_1
2014-10,2014-11,114260,zscore_from_data_pipeline,-2.3207281983639123,-8.535250425936267,-7.695251910411337,0.5136825717035193,-3.542748610893466,,0.3074,signal_month_t_to_return_month_t_plus_1
2014-10,2014-11,153130,zscore_from_data_pipeline,2.36727378351464,-2.303163716036204,-5.563703789909616,-1.63747692440986,-3.1082719887612136,,0.1661,signal_month_t_to_return_month_t_plus_1
2014-11,2014-12,069500,zscore_from_data_pipeline,-2.5319530785937348,-0.7631822414136233,3.3832364561020984,-4.783435298568507,,benchmark_self_comparison,-2.4323,signal_month_t_to_return_month_t_plus_1
2014-11,2014-12,114260,zscore_from_data_pipeline,1.2952859809028734,-4.169821591993454,-6.461084528465895,-1.0131873447463549,3.2726313487588814,,0.11,signal_month_t_to_return_month_t_plus_1
2014-11,2014-12,153130,zscore_from_data_pipeline,6.156288488376936,3.8307928819210506,-0.91588503563256,-1.2469690406779474,3.771575753705619,,0.1305,signal_month_t_to_return_month_t_plus_1
2014-12,2015-01,069500,zscore_from_data_pipeline,1.9700866143476512,2.247982784219396,5.285817411244541,1.1956385730298107,,benchmark_self_comparison,2.7767,signal_month_t_to_return_month_t_plus_1
2014-12,2015-01,114260,zscore_from_data_pipeline,4.781746427821235,-0.043064575075837,-1.3595792012207484,0.2083208372909944,-2.5438371834961684,,0.6721,signal_month_t_to_return_month_t_plus_1
2014-12,2015-01,153130,zscore_from_data_pipeline,9.13022982070502,8.547467250936737,6.943080844995759,-1.5236133701423384,-3.0126105334623565,,0.2199,signal_month_t_to_return_month_t_plus_1
2015-01,2015-02,069500,zscore_from_data_pipeline,-4.162329106534704,-3.3935981256568946,-1.5510702134427554,3.4871902756421203,,benchmark_self_comparison,0.2367,signal_month_t_to_return_month_t_plus_1
2015-01,2015-02,114260,zscore_from_data_pipeline,-4.1705823207897526,-2.6182632084529853,-2.4584665925956526,5.229496489715362,3.9815991671578943,,-0.0361,signal_month_t_to_return_month_t_plus_1
2015-01,2015-02,153130,zscore_from_data_pipeline,1.7601896181130126,5.932788697576957,6.207320940361517,-0.622964319234177,4.426628573768345,,0.1297,signal_month_t_to_return_month_t_plus_1
2015-02,2015-03,069500,zscore_from_data_pipeline,0.4119372629952411,-2.7475424973200475,0.8822285402750775,-8.727619796001466,,benchmark_self_comparison,2.0067,signal_month_t_to_return_month_t_plus_1
2015-02,2015-03,114260,zscore_from_data_pipeline,4.340587336953509,3.665524655972515,1.2910545356670375,-1.6342734976156352,1.0771659085092165,,1.0484,signal_month_t_to_return_month_t_plus_1
2015-02,2015-03,153130,zscore_from_data_pipeline,4.793658309587319,6.519164906637717,7.578584703416827,-1.255343585366708,0.7276850210768943,,0.264,signal_month_t_to_return_month_t_plus_1
2015-03,2015-04,069500,zscore_from_data_pipeline,-1.2978378026824449,-4.004652261483086,-3.3453868867016645,0.5078141550456531,,benchmark_self_comparison,4.0226,signal_month_t_to_return_month_t_plus_1
2015-03,2015-04,114260,zscore_from_data_pipeline,-6.67968661909976,-5.465892785963009,-4.889945097294408,-2.3363507762130644,1.0783502822458306,,-0.3139,signal_month_t_to_return_month_t_plus_1
2015-03,2015-04,153130,zscore_from_data_pipeline,-3.6845413457849183,1.8597293777045087,2.257263662956185,-1.5104125222761036,1.7762546711633114,,0.1391,signal_month_t_to_return_month_t_plus_1
2015-04,2015-05,069500,zscore_from_data_pipeline,-6.563800116162787,-5.797702034378495,-8.63734880003072,-1.8451578513262403,,benchmark_self_comparison,-2.2514,signal_month_t_to_return_month_t_plus_1
2015-04,2015-05,114260,zscore_from_data_pipeline,10.0,9.706981580292476,8.502969077031585,-0.0944695520551604,7.445438615493041,,0.4139,signal_month_t_to_return_month_t_plus_1
2015-04,2015-05,153130,zscore_from_data_pipeline,8.606860379706111,7.260254082817019,8.163610105905247,-2.071637117034552,6.647413389332174,,0.124,signal_month_t_to_return_month_t_plus_1
2015-05,2015-06,069500,zscore_from_data_pipeline,4.702484441950017,-0.5198797754483144,-1.7724524911058126,7.277108662650572,,benchmark_self_comparison,-3.4357,signal_month_t_to_return_month_t_plus_1
2015-05,2015-06,114260,zscore_from_data_pipeline,-0.7348493297239609,1.606825164187626,3.950049658771123,6.167822783828427,-4.625436984247637,,-0.0266,signal_month_t_to_return_month_t_plus_1
2015-05,2015-06,153130,zscore_from_data_pipeline,4.2145453679488245,6.753023295978776,7.3406556093763955,-1.6381858009073589,-4.98933701211265,,0.1635,signal_month_t_to_return_month_t_plus_1
2015-06,2015-07,069500,zscore_from_data_pipeline,2.050329773209433,2.6220175165612822,1.1294274146873362,-1.1131966351968816,,benchmark_self_comparison,-3.3594,signal_month_t_to_return_month_t_plus_1
2015-06,2015-07,114260,zscore_from_data_pipeline,5.459063137001556,6.1605359486150535,7.670357738926986,-5.526999966175008,-2.5532723138426263,,0.2437,signal_month_t_to_return_month_t_plus_1
2015-06,2015-07,153130,zscore_from_data_pipeline,4.233038325260429,6.908575871464766,6.726047151073744,-1.62917374529675,-3.1683302873185943,,0.1434,signal_month_t_to_return_month_t_plus_1
2015-07,2015-08,069500,zscore_from_data_pipeline,5.415500474199972,5.247127016167235,6.388924725052137,5.597515692755437,,benchmark_self_comparison,-4.711,signal_month_t_to_return_month_t_plus_1
2015-07,2015-08,114260,zscore_from_data_pipeline,0.1361950374563099,4.463107355979942,5.5672958908586745,-3.580814510029976,-5.443182715669181,,0.2971,signal_month_t_to_return_month_t_plus_1
2015-07,2015-08,153130,zscore_from_data_pipeline,4.922155272960588,6.919413207839352,6.87041249829215,-2.5693379671485443,-5.545757200170442,,0.1037,signal_month_t_to_return_month_t_plus_1
2015-08,2015-09,069500,zscore_from_data_pipeline,4.872648585658778,5.932394768765208,6.930943085056624,9.27592214924571,,benchmark_self_comparison,2.0726,signal_month_t_to_return_month_t_plus_1
2015-08,2015-09,114260,zscore_from_data_pipeline,0.5769716381802678,3.435318718121141,5.541470597763983,-3.869508291299535,-4.744901216131575,,0.6315,signal_month_t_to_return_month_t_plus_1
2015-08,2015-09,153130,zscore_from_data_pipeline,5.345164526007289,7.744873741936324,7.456159606009583,-2.373483697049658,-4.964777981492796,,0.1481,signal_month_t_to_return_month_t_plus_1
2015-09,2015-10,069500,zscore_from_data_pipeline,-3.2133728010970817,0.8711612936351275,1.852006912838296,8.587512378182112,,benchmark_self_comparison,6.0702,signal_month_t_to_return_month_t_plus_1
2015-09,2015-10,114260,zscore_from_data_pipeline,-2.924261183764949,-1.9157840767280307,1.6724415511967208,-0.6818552919417173,4.462824107770697,,-0.0716,signal_month_t_to_return_month_t_plus_1
2015-09,2015-10,153130,zscore_from_data_pipeline,1.297338175628393,4.765010728123046,6.292897118071728,-1.7148782096369806,4.926800350357095,,0.0936,signal_month_t_to_return_month_t_plus_1
2015-10,2015-11,069500,zscore_from_data_pipeline,-5.602473460962811,-5.049842278550345,-1.6427804654935412,-3.267068991458577,,benchmark_self_comparison,-2.333,signal_month_t_to_return_month_t_plus_1
2015-10,2015-11,114260,zscore_from_data_pipeline,4.293712561117259,2.8294009125659425,4.822503091504189,-4.803496219695122,7.194295414176514,,-0.3134,signal_month_t_to_return_month_t_plus_1
2015-10,2015-11,153130,zscore_from_data_pipeline,6.116384494141314,7.118411946879165,7.320466464734212,-4.316203494472927,6.865235525292055,,0.0541,signal_month_t_to_return_month_t_plus_1
2015-11,2015-12,069500,zscore_from_data_pipeline,2.591993012586808,-0.7022010049788083,-0.4359817098227556,3.595820025143933,,benchmark_self_comparison,-0.5921,signal_month_t_to_return_month_t_plus_1
2015-11,2015-12,114260,zscore_from_data_pipeline,5.870995394822133,6.521903673164824,7.616552048700631,-0.0039055201400556,-2.1541995834959766,,0.5356,signal_month_t_to_return_month_t_plus_1
2015-11,2015-12,153130,zscore_from_data_pipeline,8.760908422518463,10.0,8.578923141765836,-1.2353324629056248,-2.7006906829657726,,0.1756,signal_month_t_to_return_month_t_plus_1
2015-12,2016-01,069500,zscore_from_data_pipeline,2.316704234952116,-0.1702495842458316,-0.4927127797553433,1.28755785222842,,benchmark_self_comparison,-3.3682,signal_month_t_to_return_month_t_plus_1
2015-12,2016-01,114260,zscore_from_data_pipeline,-2.362056279280853,0.3751545051735947,2.993444474329904,-1.0763452410163998,-0.9304802188209378,,0.3414,signal_month_t_to_return_month_t_plus_1
2015-12,2016-01,153130,zscore_from_data_pipeline,-2.431482513793898,3.834607365576227,5.094267819108432,10.0,-0.6438013878596929,,0.13,signal_month_t_to_return_month_t_plus_1
2016-01,2016-02,069500,zscore_from_data_pipeline,3.5051504976529406,1.512363778174577,3.760834402426255,7.614522476438021,,benchmark_self_comparison,1.7216,signal_month_t_to_return_month_t_plus_1
2016-01,2016-02,114260,zscore_from_data_pipeline,-1.1371998093084332,-1.3802404630940828,2.219861494801851,-4.089959072699023,-4.046786158468613,,0.5282,signal_month_t_to_return_month_t_plus_1
2016-01,2016-02,153130,zscore_from_data_pipeline,0.8467748085829503,3.0239438517367505,5.164018583429487,-3.539290851666527,-3.90879712921942,,0.1448,signal_month_t_to_return_month_t_plus_1
2016-02,2016-03,069500,zscore_from_data_pipeline,-2.7270242800233224,-1.1758104587829683,-2.724874112974507,3.1237400803592674,,benchmark_self_comparison,4.2833,signal_month_t_to_return_month_t_plus_1
2016-02,2016-03,114260,zscore_from_data_pipeline,-3.911209215383885,-3.450404478596421,-2.904122932385585,-0.2114847762531219,3.846677462144689,,0.1058,signal_month_t_to_return_month_t_plus_1
2016-02,2016-03,153130,zscore_from_data_pipeline,-2.0751522954572232,1.091948522726728,2.117134855601447,3.2178212952215413,4.232938313954482,,0.1146,signal_month_t_to_return_month_t_plus_1
2016-03,2016-04,069500,zscore_from_data_pipeline,-2.757238715246463,-4.249651379088146,-3.5215541291068506,-7.696606867224435,,benchmark_self_comparison,-0.221,signal_month_t_to_return_month_t_plus_1
2016-03,2016-04,114260,zscore_from_data_pipeline,4.53012707143956,-0.6076726756517014,-0.1127899635783923,10.0,3.08558575374774,,0.0714,signal_month_t_to_return_month_t_plus_1
