year_month,ticker,ticker_name,ticker_role,score_column,signal_score,signal_name,signal_family,signal_speed_type,signal_velocity,centroid_score,centroid_velocity,relative_velocity,relative_speed_abs,direction_label,speed_rank,hsi_state,state_kr,interpretation
2013-03,069500,KODEX 200,위험자산,score_ma_pos,-1.423878927799073,ma_pos,trend_position,slow,3.0043513017995735,-0.9086555164997875,3.163205109956399,-0.1588538081568256,0.1588538081568256,moving_with_centroid,4.0,neutral_watch,중립 관찰,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-04,069500,KODEX 200,위험자산,score_ma_pos,0.5332414325260137,ma_pos,trend_position,slow,1.9571203603250868,0.12020086415766579,1.0288563806574533,0.9282639796676335,0.9282639796676335,risk_accelerating,4.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-05,069500,KODEX 200,위험자산,score_ma_pos,-1.636699783348437,ma_pos,trend_position,slow,-2.1699412158744504,-1.8948756921926972,-2.015076556350363,-0.15486465952408723,0.15486465952408723,moving_with_centroid,4.0,risk_relief,위험 완화 우세,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-06,069500,KODEX 200,위험자산,score_ma_pos,6.010180745254901,ma_pos,trend_position,slow,7.646880528603338,6.965721871373736,8.860597563566433,-1.2137170349630946,1.2137170349630946,risk_relief_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-07,069500,KODEX 200,위험자산,score_ma_pos,0.3018431337682679,ma_pos,trend_position,slow,-5.708337611486634,-0.16495176509811094,-7.1306736364718475,1.4223360249852135,1.4223360249852135,risk_accelerating,3.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-08,069500,KODEX 200,위험자산,score_ma_pos,-3.15941995494074,ma_pos,trend_position,slow,-3.461263088709008,-0.0650760499587304,0.09987571513938054,-3.5611388038483884,3.5611388038483884,risk_relief_accelerating,1.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-09,069500,KODEX 200,위험자산,score_ma_pos,-5.171062862508712,ma_pos,trend_position,slow,-2.0116429075679716,-5.020392412355753,-4.9553163623970224,2.943673454829051,2.943673454829051,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-10,069500,KODEX 200,위험자산,score_ma_pos,-4.179231462350772,ma_pos,trend_position,slow,0.99183140015794,-3.1944110489335724,1.8259813634221809,-0.8341499632642408,0.8341499632642408,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-11,069500,KODEX 200,위험자산,score_ma_pos,-4.188390382658989,ma_pos,trend_position,slow,-0.009158920308217411,-1.3740803808065776,1.8203306681269948,-1.8294895884352123,1.8294895884352123,risk_relief_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-12,069500,KODEX 200,위험자산,score_ma_pos,-2.441552856079743,ma_pos,trend_position,slow,1.7468375265792462,-2.0883211040917335,-0.714240723285156,2.461078249864402,2.461078249864402,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-01,069500,KODEX 200,위험자산,score_ma_pos,2.087883017952142,ma_pos,trend_position,slow,4.5294358740318845,2.7146345851131573,4.802955689204891,-0.2735198151730067,0.2735198151730067,weak_or_noise,3.0,risk_warning,위험 악화 우세,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2014-02,069500,KODEX 200,위험자산,score_ma_pos,-1.415453467723765,ma_pos,trend_position,slow,-3.503336485675907,-1.660497245796962,-4.375131830910119,0.871795345234212,0.871795345234212,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-03,069500,KODEX 200,위험자산,score_ma_pos,-1.978908181737794,ma_pos,trend_position,slow,-0.5634547140140291,-1.0242638365731547,0.6362334092238073,-1.1996881232378365,1.1996881232378365,risk_relief_accelerating,3.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-04,069500,KODEX 200,위험자산,score_ma_pos,1.079733054895726,ma_pos,trend_position,slow,3.05864123663352,-0.5334486561339391,0.49081518043921557,2.5678260561943045,2.5678260561943045,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-05,069500,KODEX 200,위험자산,score_ma_pos,-1.196112655133914,ma_pos,trend_position,slow,-2.27584571002964,-1.5350574222489066,-1.0016087661149675,-1.2742369439146723,1.2742369439146723,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-06,069500,KODEX 200,위험자산,score_ma_pos,-0.602126777825726,ma_pos,trend_position,slow,0.5939858773081881,-0.33805518520283684,1.1970022370460698,-0.6030163597378817,0.6030163597378817,risk_relief_accelerating,3.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-07,069500,KODEX 200,위험자산,score_ma_pos,-5.839602698803463,ma_pos,trend_position,slow,-5.2374759209777375,-5.186523625420105,-4.848468440217268,-0.3890074807604691,0.3890074807604691,weak_or_noise,4.0,risk_relief,위험 완화 우세,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2014-08,069500,KODEX 200,위험자산,score_ma_pos,-0.0834163485044996,ma_pos,trend_position,slow,5.756186350298964,0.6592237701205055,5.845747395540611,-0.08956104524164754,0.08956104524164754,moving_with_centroid,4.0,neutral_watch,중립 관찰,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2014-09,069500,KODEX 200,위험자산,score_ma_pos,5.652963043576942,ma_pos,trend_position,slow,5.736379392081441,2.413548749791063,1.7543249796705576,3.982054412410884,3.982054412410884,risk_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-10,069500,KODEX 200,위험자산,score_ma_pos,2.741325977789443,ma_pos,trend_position,slow,-2.911637065787499,3.667176077962397,1.253627328171334,-4.165264393958832,4.165264393958832,risk_relief_accelerating,3.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-11,069500,KODEX 200,위험자산,score_ma_pos,-0.7632148365702331,ma_pos,trend_position,slow,-3.504540814359676,-1.1738450098059365,-4.8410210877683335,1.3364802734086574,1.3364802734086574,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-12,069500,KODEX 200,위험자산,score_ma_pos,2.247927598096214,ma_pos,trend_position,slow,3.0111424346664473,2.674786628309737,3.8486316381156733,-0.8374892034492261,0.8374892034492261,risk_relief_accelerating,3.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-01,069500,KODEX 200,위험자산,score_ma_pos,-3.393573066068762,ma_pos,trend_position,slow,-5.641500664164976,-1.4047726513531702,-4.079559279662907,-1.5619413845020693,1.5619413845020693,risk_relief_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-02,069500,KODEX 200,위험자산,score_ma_pos,-2.747589990104384,ma_pos,trend_position,slow,0.6459830759643781,-2.545276357921265,-1.1405037065680947,1.7864867825324728,1.7864867825324728,risk_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2015-03,069500,KODEX 200,위험자산,score_ma_pos,-4.004605961427688,ma_pos,trend_position,slow,-1.2570159713233044,-2.0349690896277077,0.5103072682935572,-1.7673232396168617,1.7673232396168617,risk_relief_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-04,069500,KODEX 200,위험자산,score_ma_pos,-5.79770017499297,ma_pos,trend_position,slow,-1.7930942135652819,-5.711151347556513,-3.6761822579288057,1.8830880443635238,1.8830880443635238,risk_accelerating,1.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2015-05,069500,KODEX 200,위험자산,score_ma_pos,-0.5198730477701917,ma_pos,trend_position,slow,5.277827127222778,2.4217614180753504,8.132912765631865,-2.8550856384090864,2.8550856384090864,risk_relief_accelerating,2.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-06,069500,KODEX 200,위험자산,score_ma_pos,2.6220404862521,ma_pos,trend_position,slow,3.141913534022292,1.1721501020314196,-1.2496113160439308,4.391524850066222,4.391524850066222,risk_accelerating,2.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2015-07,069500,KODEX 200,위험자산,score_ma_pos,5.247130871423944,ma_pos,trend_position,slow,2.625090385171844,5.662240025616425,4.490089923585005,-1.8649995384131612,1.8649995384131612,risk_relief_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-08,069500,KODEX 200,위험자산,score_ma_pos,5.932383782048798,ma_pos,trend_position,slow,0.6852529106248539,6.752991432572163,1.0907514069557376,-0.40549849633088364,0.40549849633088364,weak_or_noise,4.0,accident_zone,강한 위험 구간,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2015-09,069500,KODEX 200,위험자산,score_ma_pos,0.8712089351882815,ma_pos,trend_position,slow,-5.061174846860516,2.0243919845631435,-4.728599448009019,-0.332575398851497,0.332575398851497,weak_or_noise,4.0,risk_warning,위험 악화 우세,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2015-10,069500,KODEX 200,위험자산,score_ma_pos,-5.049905395731241,ma_pos,trend_position,slow,-5.921114330919523,-3.8905932001881327,-5.914985184751276,-0.006129146168246891,0.006129146168246891,moving_with_centroid,4.0,risk_relief,위험 완화 우세,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2015-11,069500,KODEX 200,위험자산,score_ma_pos,-0.7022272692694936,ma_pos,trend_position,slow,4.347678126461748,1.2623701719603373,5.15296337214847,-0.8052852456867221,0.8052852456867221,risk_relief_accelerating,4.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-12,069500,KODEX 200,위험자산,score_ma_pos,-0.1702017735800926,ma_pos,trend_position,slow,0.532025495689401,0.7353494022104894,-0.5270207697498479,1.059046265439249,1.059046265439249,risk_accelerating,2.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-01,069500,KODEX 200,위험자산,score_ma_pos,1.512426351512873,ma_pos,trend_position,slow,1.6826281250929658,4.098173388308769,3.36282398609828,-1.6801958610053143,1.6801958610053143,risk_relief_accelerating,3.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2016-02,069500,KODEX 200,위험자산,score_ma_pos,-1.175761632699922,ma_pos,trend_position,slow,-2.688187984212795,-0.875915720318224,-4.974089108626993,2.285901124414198,2.285901124414198,risk_accelerating,1.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-03,069500,KODEX 200,위험자산,score_ma_pos,-4.249703475109269,ma_pos,trend_position,slow,-3.0739418424093463,-4.556292271364426,-3.6803765510462023,0.606434708636856,0.606434708636856,risk_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-04,069500,KODEX 200,위험자산,score_ma_pos,-2.683437628694552,ma_pos,trend_position,slow,1.5662658464147166,-1.7835258255696154,2.7727664457948107,-1.2065005993800941,1.2065005993800941,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2016-05,069500,KODEX 200,위험자산,score_ma_pos,-2.566818680566417,ma_pos,trend_position,slow,0.116618948128135,-2.3250552409707703,-0.541529415401155,0.65814836352929,0.65814836352929,risk_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-06,069500,KODEX 200,위험자산,score_ma_pos,-1.959770688372566,ma_pos,trend_position,slow,0.607047992193851,0.15041891159268395,2.4754741525634545,-1.8684261603696035,1.8684261603696035,risk_relief_accelerating,3.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2016-07,069500,KODEX 200,위험자산,score_ma_pos,-3.998979686324629,ma_pos,trend_position,slow,-2.0392089979520627,-3.5498216798215103,-3.700240591414194,1.6610315934621314,1.6610315934621314,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-08,069500,KODEX 200,위험자산,score_ma_pos,-3.082774921342669,ma_pos,trend_position,slow,0.91620476498196,-3.4034275044800557,0.1463941753414546,0.7698105896405054,0.7698105896405054,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-09,069500,KODEX 200,위험자산,score_ma_pos,-1.413307281001995,ma_pos,trend_position,slow,1.6694676403406739,-0.4909612609543133,2.9124662435257425,-1.2429986031850686,1.2429986031850686,risk_relief_accelerating,3.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2016-10,069500,KODEX 200,위험자산,score_ma_pos,1.197265006119473,ma_pos,trend_position,slow,2.6105722871214683,0.2253636761317599,0.7163249370860731,1.8942473500353951,1.8942473500353951,risk_accelerating,3.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-11,069500,KODEX 200,위험자산,score_ma_pos,0.7771557932843967,ma_pos,trend_position,slow,-0.4201092128350763,0.2831789281234727,0.05781525199171278,-0.4779244648267891,0.4779244648267891,weak_or_noise,4.0,neutral_watch,중립 관찰,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2016-12,069500,KODEX 200,위험자산,score_ma_pos,-3.25959291808495,ma_pos,trend_position,slow,-4.036748711369347,-4.074785492850448,-4.357964420973921,0.3212157096045738,0.3212157096045738,weak_or_noise,3.0,risk_relief,위험 완화 우세,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2017-01,069500,KODEX 200,위험자산,score_ma_pos,-5.346358154457743,ma_pos,trend_position,slow,-2.086765236372793,-4.302761058066957,-0.22797556521650897,-1.8587896711562841,1.8587896711562841,risk_relief_accelerating,1.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2017-02,069500,KODEX 200,위험자산,score_ma_pos,-1.685367792839887,ma_pos,trend_position,slow,3.660990361617856,-2.1271644424013547,2.175596615665602,1.485393745952254,1.485393745952254,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-03,069500,KODEX 200,위험자산,score_ma_pos,-5.114266367940726,ma_pos,trend_position,slow,-3.4288985751008387,-5.074921572575459,-2.947757130174104,-0.4811414449267346,0.4811414449267346,weak_or_noise,3.0,risk_relief,위험 완화 우세,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2017-04,069500,KODEX 200,위험자산,score_ma_pos,-7.023824127306208,ma_pos,trend_position,slow,-1.909557759365482,-4.515424295401021,0.5594972771744375,-2.4690550365399195,2.4690550365399195,risk_relief_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2017-05,069500,KODEX 200,위험자산,score_ma_pos,-7.935543378849824,ma_pos,trend_position,slow,-0.9117192515436168,-5.504088281418225,-0.9886639860172037,0.07694473447358696,0.07694473447358696,moving_with_centroid,4.0,risk_relief,위험 완화 우세,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2017-06,069500,KODEX 200,위험자산,score_ma_pos,-4.734570956863912,ma_pos,trend_position,slow,3.200972421985912,-3.4124408301890914,2.0916474512291336,1.1093249707567785,1.1093249707567785,risk_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-07,069500,KODEX 200,위험자산,score_ma_pos,0.5925463544505121,ma_pos,trend_position,slow,5.327117311314424,0.14828776407219718,3.5607285942612887,1.7663887170531356,1.7663887170531356,risk_accelerating,1.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-08,069500,KODEX 200,위험자산,score_ma_pos,4.839281417428847,ma_pos,trend_position,slow,4.246735062978335,4.366429849623871,4.218142085551674,0.028592977426661115,0.028592977426661115,moving_with_centroid,4.0,accident_zone,강한 위험 구간,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2017-09,069500,KODEX 200,위험자산,score_ma_pos,1.505755814313441,ma_pos,trend_position,slow,-3.3335256031154055,0.4397578531236376,-3.9266719965002332,0.5931463933848278,0.5931463933848278,risk_accelerating,4.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-10,069500,KODEX 200,위험자산,score_ma_pos,-3.070221647723779,ma_pos,trend_position,slow,-4.57597746203722,-2.5864593843744443,-3.026217237498082,-1.549760224539138,1.549760224539138,risk_relief_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2017-11,069500,KODEX 200,위험자산,score_ma_pos,6.775393191896899,ma_pos,trend_position,slow,9.845614839620678,5.452447510611675,8.03890689498612,1.8067079446345584,1.8067079446345584,risk_accelerating,3.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-12,069500,KODEX 200,위험자산,score_ma_pos,4.804806371476348,ma_pos,trend_position,slow,-1.970586820420551,5.697447135431094,0.24499962481941928,-2.2155864452399703,2.2155864452399703,risk_relief_accelerating,3.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-01,069500,KODEX 200,위험자산,score_ma_pos,2.02559608076119,ma_pos,trend_position,slow,-2.7792102907151577,2.5565713221566653,-3.140875813274429,0.3616655225592713,0.3616655225592713,weak_or_noise,4.0,risk_warning,위험 악화 우세,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2018-02,069500,KODEX 200,위험자산,score_ma_pos,7.805360004542838,ma_pos,trend_position,slow,5.7797639237816485,9.182130595279052,6.625559273122386,-0.8457953493407375,0.8457953493407375,risk_relief_accelerating,3.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-03,069500,KODEX 200,위험자산,score_ma_pos,5.686709170296909,ma_pos,trend_position,slow,-2.11865083424593,4.125810175233184,-5.056320420045868,2.937669585799938,2.937669585799938,risk_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-04,069500,KODEX 200,위험자산,score_ma_pos,0.7340852364724288,ma_pos,trend_position,slow,-4.95262393382448,0.965183954825956,-3.160626220407228,-1.7919977134172518,1.7919977134172518,risk_relief_accelerating,3.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-05,069500,KODEX 200,위험자산,score_ma_pos,5.167894527828649,ma_pos,trend_position,slow,4.43380929135622,3.940467885254845,2.9752839304288887,1.4585253609273314,1.4585253609273314,risk_accelerating,3.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-06,069500,KODEX 200,위험자산,score_ma_pos,7.383601832037425,ma_pos,trend_position,slow,2.2157073042087765,4.856795532394696,0.9163276471398514,1.299379657068925,1.299379657068925,risk_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-07,069500,KODEX 200,위험자산,score_ma_pos,3.36961387391385,ma_pos,trend_position,slow,-4.013987958123575,0.13350172479808076,-4.723293807596615,0.70930584947304,0.70930584947304,risk_accelerating,4.0,conflict,신호 충돌,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-08,069500,KODEX 200,위험자산,score_ma_pos,0.0006441141734469,ma_pos,trend_position,slow,-3.368969759740403,-0.861592836915755,-0.9950945617138357,-2.373875198026567,2.373875198026567,risk_relief_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-09,069500,KODEX 200,위험자산,score_ma_pos,-1.461561765807879,ma_pos,trend_position,slow,-1.462205879981326,-1.1795951305363253,-0.3180022936205703,-1.1442035863607556,1.1442035863607556,risk_relief_accelerating,4.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-10,069500,KODEX 200,위험자산,score_ma_pos,10.0,ma_pos,trend_position,slow,11.461561765807879,9.466578997590783,10.64617412812711,0.8153876376807698,0.8153876376807698,risk_accelerating,3.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-11,069500,KODEX 200,위험자산,score_ma_pos,1.998972832058528,ma_pos,trend_position,slow,-8.001027167941473,0.5897342265969807,-8.876844770993802,0.8758176030523295,0.8758176030523295,risk_accelerating,4.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-12,069500,KODEX 200,위험자산,score_ma_pos,1.526327664757825,ma_pos,trend_position,slow,-0.47264516730070305,2.5663963849089426,1.976662158311962,-2.449307325612665,2.449307325612665,risk_relief_accelerating,1.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2019-01,069500,KODEX 200,위험자산,score_ma_pos,-10.0,ma_pos,trend_position,slow,-11.526327664757826,-7.837902939819946,-10.404299324728889,-1.1220283400289368,1.1220283400289368,risk_relief_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2019-02,069500,KODEX 200,위험자산,score_ma_pos,-5.545306754991955,ma_pos,trend_position,slow,4.454693245008045,-3.6751421134126634,4.162760826407283,0.29193241860076213,0.29193241860076213,weak_or_noise,3.0,risk_relief,위험 완화 우세,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2019-03,069500,KODEX 200,위험자산,score_ma_pos,-2.811486024402523,ma_pos,trend_position,slow,2.733820730589432,-1.5681229668634042,2.107019146549259,0.626801584040173,0.626801584040173,risk_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2019-04,069500,KODEX 200,위험자산,score_ma_pos,-3.223583914088493,ma_pos,trend_position,slow,-0.41209788968596994,-2.8772808556631926,-1.3091578887997883,0.8970599991138184,0.8970599991138184,risk_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2019-05,069500,KODEX 200,위험자산,score_ma_pos,2.898150734329785,ma_pos,trend_position,slow,6.121734648418278,2.785518515638754,5.662799371301947,0.4589352771163311,0.4589352771163311,weak_or_noise,4.0,risk_warning,위험 악화 우세,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2019-06,069500,KODEX 200,위험자산,score_ma_pos,-3.281756802417861,ma_pos,trend_position,slow,-6.179907536747646,-4.791841165678124,-7.577359681316878,1.3974521445692316,1.3974521445692316,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2019-07,069500,KODEX 200,위험자산,score_ma_pos,1.488142161630477,ma_pos,trend_position,slow,4.7698989640483385,1.2434228102810587,6.035263975959183,-1.2653650119108448,1.2653650119108448,risk_relief_accelerating,3.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2019-08,069500,KODEX 200,위험자산,score_ma_pos,1.169375194573564,ma_pos,trend_position,slow,-0.3187669670569131,1.6934952114524164,0.4500724011713577,-0.7688393682282708,0.7688393682282708,risk_relief_accelerating,3.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
